_id,Card Name,Mana Cost,Converted Mana Cost,Card Type,Card Text,Flavor Text,Set,Other Sets,Rarity,Card Number,Artist,Community Rating,Number of Voters,Image URL
601f0b6aa21962abbfd2023f,"Akuta, Born of Ash",2 Black Black ,4,Legendary Creature - Spirit,"Haste At the beginning of your upkeep, if you have more cards in hand than each opponent, you may sacrifice a Swamp. If you do, return Akuta, Born of Ash from your graveyard to play. ",false,Saviors of Kamigawa,false,Rare,61,Ben Thompson,3.661,59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74148&type=card
601f0b6ba21962abbfd20240,"Al-abara's Carpet",5 ,5,Artifact,"5 Tap , : Prevent all damage that would be dealt to you this turn by attacking creatures without flying. ","Al-abara simply laughed and lifted one finger, and the carpet carried her high out of our reach.",Masters Edition IV,"Legends (Rare) , Masters Edition IV (Rare) , ",Rare,177,Kaja Foglio,3.625,24,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228269&type=card
601f0b6ca21962abbfd20241,Alabaster Dragon,4 White White ,6,Summon - Creature,"Flying If Alabaster Dragon is put into your discard pile from play, shuffle Alabaster Dragon back into your deck. ",false,Portal,"Weatherlight (Rare) , Portal (Rare) , ",Rare,-1,Ted Naifeh,2.841,41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4369&type=card
601f0b6ea21962abbfd20242,Alabaster Kirin,3 White ,4,Creature — Kirin,"Flying, vigilance ","The appearance of a kirin signifies the passing or arrival of an important figure. As word of sightings spread, all the khans took it to mean themselves. Only the shaman Chianul thought of Sarkhan Vol.",Khans of Tarkir,false,Common,4,Igor Kieryluk,3,5,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386473&type=card
601f0b6fa21962abbfd20243,Alabaster Leech,White ,1,Creature - Leech,White spells you play cost oW more to play. ,"""Its stones seem to serve a healing function, but removing them intact is an exhausting process.""",Invasion,false,Rare,1,"Edward P. Beard, Jr.",0.943,148,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22960&type=card
601f0b70a21962abbfd20244,Alabaster Mage,1 White ,2,Creature — Human Wizard,1 White : Target creature you control gains lifelink until end of turn. ,"""We hold sacred the powers of light and life. Truth and honor are our greatest weapons.""",Double Masters,"Magic 2012 (Uncommon) , Jumpstart (Uncommon) , Double Masters (Common) , ",Common,2,Izzy,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489675&type=card
601f0b71a21962abbfd20245,Alabaster Potion,Variable Colorless White White ,2,Instant,Choose one — Target player gains X life; or prevent the next X damage that would be dealt to target creature or player this turn. ,"""Healing is a matter of time, but it is sometimes also a matter of opportunity.""",Masters Edition III,"Fourth Edition (Common) , Fifth Edition (Common) , Legends (Common) , Masters Edition III (Uncommon) , ",Uncommon,2,Harold McNeill,2.793,41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201118&type=card
601f0b72a21962abbfd20246,Alabaster Wall,2 White ,3,Creature - Wall,"(Walls can't attack.) ocT: Prevent the next 1 damage that would be dealt to target creature or player this turn. ",Its mortar is mixed with waters straight from the Fountain of Cho.,Mercadian Masques,false,Common,2,Randy Gallegos,2.759,29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19541&type=card
601f0b74a21962abbfd20247,Alaborn Cavalier,2 White White ,4,Creature — Human Knight,"Whenever Alaborn Cavalier attacks, you may tap target creature. ","""Course he ran! I wouldn't want to stare down that barrel, either!""",Duel Decks: Knights vs. Dragons,"Portal Second Age (Uncommon) , Duel Decks: Knights vs. Dragons (Uncommon) , ",Uncommon,18,Kev Walker,3.25,34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=243435&type=card
601f0b77a21962abbfd20248,Alaborn Grenadier,White White ,2,Creature - Soldier,"Attacking doesn't cause Alaborn Grenadier to tap. ","""Ever proud, ever vigilant.""",Portal Second Age,false,Common,-1,David A. Cherry,3.108,37,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6508&type=card
601f0b79a21962abbfd20249,Alaborn Musketeer,1 White ,2,Creature — Human Soldier,Reach ,Muskets gave the Alaborn army an advantage it had long lacked—air defense.,Masters Edition IV,"Portal Second Age (Common) , Masters Edition IV (Common) , ",Common,1,Heather Hudson,2.548,31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221493&type=card
601f0b7aa21962abbfd2024a,Alaborn Trooper,2 White ,3,Creature — Human Soldier,false,"""I dedicate my body to my country",Masters Edition IV,"Portal Second Age (Common) , Masters Edition IV (Common) , ",Common,2,Lubov,2.04,25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221987&type=card
601f0b7ba21962abbfd2024b,Alaborn Veteran,2 White ,3,Creature - Knight,"On your turn, before you attack, you may tap Alaborn Veteran to give any one creature +2/+2 until the end of the turn. ",false,Portal Second Age,false,Rare,-1,Henry Van Der Linde,2.621,29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6516&type=card
601f0b7ca21962abbfd2024c,Alaborn Zealot,White ,1,Creature - Soldier,"If Alaborn Zealot blocks, destroy both Alaborn Zealot and the creature it blocks. (Destroy both creatures before you deal damage.) ",false,Portal Second Age,false,Uncommon,-1,David Horne,4,51,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6492&type=card
601f0b7fa21962abbfd2024d,Aladdin,2 Red Red ,4,Creature — Human Rogue,"1 Red Red Tap , : Gain control of target artifact for as long as you control Aladdin. ",false,Masters Edition IV,"Arabian Nights (Rare) , Chronicles (Uncommon) , Masters Edition IV (Rare) , ",Rare,106,Julie Baroh,3.886,35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=202452&type=card
601f0b81a21962abbfd2024e,"Aladdin's Lamp",5 ,10,Mono Artifact,"ooX Instead of drawing a card from the top of your library, draw X cards but choose only one to put in your hand. You must shuffle the leftover cards and put them at the bottom of your library. ",false,Arabian Nights,"Revised Edition (Rare) , Fourth Edition (Rare) , Arabian Nights (Rare) , ",Rare,-1,Mark Tedin,1.94,58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=900&type=card
601f0b82a21962abbfd2024f,"Aladdin's Ring",8 ,8,Mono Artifact,o8: Do 4 damage to any target. ,"""After these words the magician drew a ring off his finger, and put it on one of Aladdin's, saying: 'It is a talisman against all evil, so long as you obey me.'""The Arabian Nights, Junior Classics trans.",Arabian Nights,"Revised Edition (Rare) , Fourth Edition (Rare) , Fifth Edition (Rare) , Classic Sixth Edition (Rare) , Seventh Edition (Rare) , Eighth Edition (Rare) , Ninth Edition (Rare) , Arabian Nights (Rare) , ",Rare,-1,Dan Frazier,1.444,54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=901&type=card
601f0b83a21962abbfd20250,Alarum,1 White ,2,Instant,Untap target nonattacking creature. That creature gets +1/+3 until end of turn. ,"""One timely cry of warning can save nine of surprise.""",Mirage,false,Common,-1,Andrew Robinson,2.859,32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3477&type=card
601f0b84a21962abbfd20251,Albino Troll,1 Green ,2,Creature — Troll,"1 Green Echo (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.) 1 Green : Regenerate Albino Troll. ",false,"Duel Decks Anthology, Garruk vs. Liliana","Urza's Saga (Uncommon) , Duel Decks: Garruk vs. Liliana (Uncommon) , Duel Decks Anthology, Garruk vs. Liliana (Uncommon) , ",Uncommon,3,Parente,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=393878&type=card
601f0b85a21962abbfd20252,"Alchemist's Apprentice",1 Blue ,2,Creature — Human Wizard,"Sacrifice Alchemist's Apprentice: Draw a card. ","Side effects may include foul odors, scalding steam, and spontaneous nonexistence.",Avacyn Restored,false,Common,42,David Palumbo,2.697,66,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240031&type=card
601f0b87a21962abbfd20253,"Alchemist's Gift",Black ,1,Instant,Target creature gets +1/+1 and gains your choice of deathtouch or lifelink until end of turn. <i>(Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it. Damage dealt by a creature with lifelink also causes its controller to gain that much life.)</i> ,false,Core Set 2021,false,Common,87,Cristi Balanescu,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485410&type=card
601f0b88a21962abbfd20254,"Alchemist's Greeting",4 Red ,5,Sorcery,"Alchemist's Greeting deals 4 damage to target creature. 1 Red Madness <i>(If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)</i> ","""Impressive.""",Commander 2019,"Eldritch Moon (Common) , Commander 2019 (Common) , ",Common,133,Jakub Kasper,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470679&type=card
601f0b89a21962abbfd20255,"Alchemist's Refuge",false,-1,Land,"Tap 1 : Add to your mana pool. Green Blue Tap , : You may cast nonland cards this turn as though they had flash. ","Persecuted alchemists fled deep into Kessig's wilds, seeking solitude to continue their ghoulish craft.",Avacyn Restored,false,Rare,225,Dan Scott,4.038,119,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240194&type=card
601f0b8aa21962abbfd20256,"Alchemist's Vial",2 ,2,Artifact,"1 Tap When Alchemist's Vial enters the battlefield, draw a card., , Sacrifice Alchemist's Vial: Target creature can't attack or block this turn. ",A weapon best suited for those with good aim and steady hands.,Magic Origins,false,Common,220,Lindsey Look,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398640&type=card
601f0b8ca21962abbfd20257,"Alchor's Tomb",4 ,4,Artifact,"2 Tap , : Target permanent you control becomes the color of your choice. ",false,Masters Edition IV,"Legends (Rare) , Masters Edition IV (Rare) , ",Rare,178,Jesper Myrfors,2.904,26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228270&type=card
601f0b8da21962abbfd20258,Aleatory,1 Red ,2,Instant,"Play only after defense is chosen. Flip a coin; target opponent calls heads or tails while coin is in the air. If the flip ends up in your favor, target creature gets +1/+1 until end of turn. Draw a card at the beginning of the next turn's upkeep. ",false,Mirage,false,Uncommon,-1,Kev Walker,1.157,70,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3426&type=card
601f0b8fa21962abbfd20259,"Alela, Artful Provocateur",1 White Blue Black ,4,Legendary Creature — Faerie Warlock,"Flying, deathtouch, lifelink Other creatures you control with flying get +1/+0. Whenever you cast an artifact or enchantment spell, create a 1/1 blue Faerie creature token with flying. ","""Rankle's pranks are child's play. My games will topple kingdoms.""",Throne of Eldraine,false,Mythic Rare,324,Grzegorz Rutkowski,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476042&type=card
601f0b90a21962abbfd2025a,"Alena, Kessig Trapper",4 Red ,5,Legendary Creature — Human Scout,First strike Tap Red : Add an amount of equal to the greatest power among creatures you control that entered the battlefield this turn. Partner <i>(You can have two commanders if both have partner.)</i> ,"""Halana and I have a bond that'll never be broken.""",Commander Legends,false,Uncommon,160,Zoltan Boros,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=497680&type=card
601f0b92a21962abbfd2025b,Alert Heedbonder,1 Green or White Green or White ,3,Creature — Human Scout,"Vigilance At the beginning of your end step, you gain 1 life for each creature you control with vigilance. ","Considering the zealous armies, vile poachers, and titanic monsters, it's always wise to keep one eye on the horizon.",Ikoria: Lair of Behemoths,false,Uncommon,218,Randy Vargas,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=479738&type=card
601f0b93a21962abbfd2025c,Alert Shu Infantry,2 White ,3,Creature - Soldiers,"Attacking doesn't cause Alert Shu Infantry to tap. ","Kongming's predecessor helped Liu Bei win the battle of Fancheng by recognizing and defeating Cao Ren's use of the dreaded ""Eight Gold Locks"" formation.",Portal Three Kingdoms,false,Uncommon,1,Solomon Au Yeung,2.737,19,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10487&type=card
601f0b94a21962abbfd2025d,"Alesha, Who Smiles at Death",2 Red ,3,Legendary Creature — Human Warrior,"First strike White or Black White or Black Whenever Alesha, Who Smiles at Death attacks, you may pay . If you do, return target creature card with power 2 or less from your graveyard to the battlefield tapped and attacking. ","""Greet death with sword in hand.""",Ikoria Commander,"Fate Reforged (Rare) , Commander 2016 (Rare) , Ikoria Commander (Rare) , ",Rare,143,Anastasia Ovchinnikova,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=482771&type=card
601f0b95a21962abbfd2025e,"Alesha's Vanguard",3 Black ,4,Creature — Orc Warrior,"2 Black Dash (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.) ",Boundaries drawn on maps or marked with stone have no meaning for the Mardu.,Fate Reforged,false,Common,60,Torstein Nordstrand,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391788&type=card
601f0b96a21962abbfd2025f,Alexander Clamilton,2 Blue ,3,Legendary Creature — Clamfolk Advisor Rebel,"Whenever you cast a wordy spell, scry 2. <i>(A spell is wordy if it has four or more lines of rules text.)</i> 1 Red Tap , : Choose target creature you don't control. Reveal the top card of your library. Alexander Clamilton gets +X/+0 until end of turn, where X is the number of lines of rules text of the revealed card. Alexander Clamilton fights that creature.  ",false,Unsanctioned,false,Rare,16,Dmitry Burmak,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=479412&type=card
601f0b98a21962abbfd20260,"Alexi, Zephyr Mage",3 Blue Blue ,5,Creature - Spellshaper Legend,"oXoU, ocT, Discard two cards from your hand: Return X target creatures to their owners' hands. ","The Keldons didn't know her name, but they still cursed her in battle.",Prophecy,false,Rare,28,Mark Zug,3.986,69,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=24591&type=card
601f0b99a21962abbfd20261,"Alexi's Cloak",1 Blue ,2,Enchant Creature,"You may play Alexi's Cloak any time you could play an instant. Enchanted creature can't be the target of spells or abilities. ","""Doesn't look like much, does it?""",Prophecy,false,Common,29,Alan Rabinowitz,3.969,65,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=24579&type=card
601f0b9aa21962abbfd20262,Algae Gharial,3 Green ,4,Creature — Crocodile,"Shroud (This creature can't be the target of spells or abilities.) Whenever another creature dies, you may put a +1/+1 counter on Algae Gharial. ","It lurks just under the surface, using the algae-choked tar pits of Jund as both home and hunting blind.",Modern Masters 2015 Edition,"Shards of Alara (Uncommon) , Modern Masters 2015 Edition (Uncommon) , ",Uncommon,137,Michael Ryan,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=397854&type=card
601f0b9ba21962abbfd20263,"Alhammarret, High Arbiter",5 Blue Blue ,7,Legendary Creature — Sphinx,"FlyingAs Alhammarret, High Arbiter enters the battlefield, each opponent reveals his or her hand. You choose the name of a nonland card revealed this way.Your opponents can't cast spells with the chosen name (as long as this creature is on the battlefield). ",false,Magic Origins,false,Rare,43,Richard Wright,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398436&type=card
601f0b9ea21962abbfd20264,"Alhammarret's Archive",5 ,5,Legendary Artifact,"If you would gain life, you gain twice that much life instead.If you would draw a card except the first one you draw in each of your draw steps, draw two cards instead. ","It contains the totality of Alhammarret's notes, theories, and ponderings.",Magic Origins,false,Mythic Rare,221,Richard Wright,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398564&type=card
601f0b9fa21962abbfd20265,"Alharu, Solemn Ritualist",4 White ,5,Legendary Creature — Human Monk,"When Alharu, Solemn Ritualist enters the battlefield, put a +1/+1 counter on each of up to two other target creatures. Whenever a nontoken creature you control with a +1/+1 counter on it dies, create a 1/1 white Spirit creature token with flying. Partner <i>(You can have two commanders if both have partner.)</i> ",false,Commander Legends,false,Uncommon,4,Chris Rallis,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=497524&type=card
601f0ba0a21962abbfd20266,Ali Baba,Red ,1,Summon - Ali Baba,ooR Tap a wall. ,"""When he reached the entrance of the cavern, he pronounced the words, ‘Open, Sesame'""The Arabian Nights, Junior Classics trans.",Arabian Nights,"Fourth Edition (Uncommon) , Arabian Nights (Uncommon) , ",Uncommon,-1,Julie Baroh,2.547,53,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=956&type=card
601f0ba1a21962abbfd20267,Ali from Cairo,2 Red Red ,4,Creature — Human,Damage that would reduce your life total to less than 1 reduces it to 1 instead. ,false,Masters Edition IV,"Arabian Nights (Rare) , Masters Edition IV (Rare) , ",Rare,107,Mark Poole,4.15,50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=202619&type=card
601f0ba3a21962abbfd20268,"Aliban's Tower",1 Red ,2,Instant,Target blocking creature gets +3/+1 until end of turn. ,"""The people of Aysen built their roads with stones from these wonders. Aliban would be pleased with their ingenuity.""",Homelands,false,Common,-1,Jeff A. Menges,2.177,31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2985&type=card
601f0ba4a21962abbfd20269,Aligned Hedron Network,4 ,4,Artifact,"When Aligned Hedron Network enters the battlefield, exile all creatures with power 5 or greater until Aligned Hedron Network leaves the battlefield. (Those creatures return under their owners' control.) ","The last hedron slotted into place, locking Ulamog in an infinite loop of binding energy.",Battle for Zendikar,false,Rare,222,Richard Wright,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401807&type=card
601f0ba5a21962abbfd2026a,"Alirios, Enraptured",2 Blue ,3,Legendary Creature — Human,"Alirios, Enraptured enters the battlefield tapped. Alirios doesn't untap during your untap step if you control a Reflection. When Alirios enters the battlefield, create a 3/2 blue Reflection creature token. ","""Why would I ever want to look away?""",Theros Beyond Death,false,Uncommon,42,Kieran Yanner,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476293&type=card
601f0ba8a21962abbfd2026b,Alive // Well,3 Green ,1,4,Put a 3/3 green Centaur creature token onto the battlefield.   Fuse (You may cast one or both halves of this card from your hand.) ,false,"Dragon's Maze",false,Uncommon,-1,Nils Hamm,3.333,54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=369041&type=card&options=rotate90
601f0ba9a21962abbfd2026c,"All Hallow's Eve",2 Black Black ,4,Sorcery,"Exile All Hallow's Eve with two scream counters on it. At the beginning of your upkeep, if All Hallow's Eve is exiled with a scream counter on it, remove a scream counter from it. If there are no more scream counters on it, put it into your graveyard and each player returns all creature cards from his or her graveyard to the battlefield. ",false,Masters Edition III,"Legends (Rare) , Masters Edition III (Rare) , ",Rare,57,Christopher Rush,4.441,59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201119&type=card
601f0baba21962abbfd2026d,All Is Dust,7 ,7,Tribal Sorcery — Eldrazi,Each player sacrifices all colored permanents they control. ,"""The emergence of the Eldrazi isn't necessarily a bad thing, as long as you've already lived a fulfilling and complete life without regrets.""",Ultimate Masters,"Rise of the Eldrazi (Mythic Rare) , Modern Masters 2015 Edition (Rare) , Ultimate Masters (Rare) , ",Rare,1,Jason Felix,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=456597&type=card
601f0baca21962abbfd2026e,"All Suns' Dawn",4 Green ,5,Sorcery,"For each color, return up to one target card of that color from your graveyard to your hand. Exile All Suns' Dawn. ","""When the fifth sun rose, Mirrodin saw its first true dawn.""",Modern Masters 2015 Edition,"Fifth Dawn (Rare) , Modern Masters 2015 Edition (Rare) , ",Rare,138,Glen Angus,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=397741&type=card
601f0bada21962abbfd2026f,All That Glitters,1 White ,2,Enchantment — Aura,Enchant creature Enchanted creature gets +1/+1 for each artifact and/or enchantment you control. ,"A faerie's glee at her trove quickly fades to contentment, then to boredom, then to an urge to steal more.",Throne of Eldraine,false,Uncommon,2,Iain McCaig,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=472964&type=card
601f0baea21962abbfd20270,Allay,1 White ,2,Instant,"Buyback o3 (You may pay an additional o3 when you play this spell. If you do, put it into your hand instead of your graveyard as part of the spell's effect.) Destroy target enchantment. ",false,Exodus,false,Common,1,Randy Gallegos,2.986,36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6036&type=card
601f0bb0a21962abbfd20271,Alley Evasion,White ,1,Instant,"Choose one — • Target creature you control gets +1/+2 until end of turn. • Return target creature you control to its owner's hand. ","""Sure, you know the law. But I know the streets.""",Aether Revolt,false,Common,6,Scott Murphy,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423673&type=card
601f0bb1a21962abbfd20272,Alley Grifters,1 Black Black ,3,Creature - Mercenary,"Whenever Alley Grifters becomes blocked, defending player discards a card from his or her hand. ","One distracts the victim, the other extracts the valuables.",Mercadian Masques,false,Common,115,Paolo Parente,3.175,40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19584&type=card
601f0bb2a21962abbfd20273,Alley Strangler,2 Black ,3,Creature — Aetherborn Rogue,Menace ,"""You never know what day might be your last.""",Aether Revolt,false,Common,52,Efflam Mercier,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423719&type=card
601f0bbca21962abbfd20274,Alliance of Arms,White ,1,Sorcery,"Join forces — Starting with you, each player may pay any amount of mana. Each player puts X 1/1 white Soldier creature tokens onto the battlefield, where X is the total amount of mana paid this way. ",false,Magic: The Gathering-Commander,false,Rare,4,Johann Bodin,3.048,42,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228218&type=card
601f0bbda21962abbfd20275,Allied Assault,2 White ,3,Instant,"Up to two target creatures each get +X/+X until end of turn, where X is the number of creatures in your party. <i>(Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)</i> ",A common foe is the death of old hatreds.,Zendikar Rising,false,Uncommon,1,Josh Hass,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=491622&type=card
601f0bbea21962abbfd20276,Allied Reinforcements,3 White ,4,Sorcery,Put two 2/2 white Knight Ally creature tokens onto the battlefield. ,"""Our formation was scattered after Sea Gate fell. If you're fighting the Eldrazi, consider us your newest recruits.""",Oath of the Gatewatch,false,Uncommon,15,Matt Stewart,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407525&type=card
601f0bbfa21962abbfd20277,Allied Strategies,4 Blue ,5,Sorcery,Domain — Target player draws a card for each basic land type among lands he or she controls. ,Each commander looked at the others and wondered who would be first to break the alliance.,Duel Decks: Phyrexia vs. the Coalition,"Planeshift (Uncommon) , Duel Decks: Phyrexia vs. the Coalition (Uncommon) , ",Uncommon,63,Parente,3.029,34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209148&type=card
601f0bc1a21962abbfd20278,Allosaurus Rider,5 Green Green ,7,Creature — Elf Warrior,"You may exile two green cards from your hand rather than pay Allosaurus Rider's mana cost. Allosaurus Rider's power and toughness are each equal to 1 plus the number of lands you control. ",false,"Duel Decks Anthology, Elves vs. Goblins","Coldsnap (Rare) , Duel Decks: Elves vs. Goblins (Rare) , Duel Decks Anthology, Elves vs. Goblins (Rare) , ",Rare,2,Daren Bader,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=393942&type=card
601f0bc3a21962abbfd20279,Allosaurus Shepherd,Green ,1,Creature — Elf Shaman,"Allosaurus Shepherd can't be countered. Green spells you control can't be countered. 4 Green Green : Until end of turn, each Elf creature you control has base power and toughness 5/5 and becomes a Dinosaur in addition to its other creature types. ",false,Jumpstart,false,Mythic Rare,28,Randy Vargas,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489195&type=card
601f0bc4a21962abbfd2027a,Alloy Golem,6 ,6,Artifact Creature - Golem,"As Alloy Golem comes into play, choose a color. Alloy Golem is the chosen color. (It's still an artifact.) ","""We turned old weapons into new warriors.""",Invasion,false,Uncommon,297,Greg Staples,2.073,41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23224&type=card
601f0bc5a21962abbfd2027b,Alloy Myr,3 ,3,Artifact Creature — Myr,Tap : Add one mana of any color. ,"With or without witnesses, the suns continued their prismatic dance.",Jumpstart,"New Phyrexia (Uncommon) , Modern Masters 2015 Edition (Common) , Jumpstart (Common) , ",Common,457,Matt Cavotta,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489440&type=card
601f0bc6a21962abbfd2027c,Allure of the Unknown,3 Black Red ,5,Sorcery,"Reveal the top six cards of your library. An opponent exiles a nonland card from among them, then you put the rest into your hand. That opponent may cast the exiled card without paying its mana cost. ",The light of hope blinded Pantor to the ills of the world.,Theros Beyond Death,false,Rare,207,Seb McKinnon,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476458&type=card
601f0bc8a21962abbfd2027d,Alluring Scent,1 Green Green ,3,Sorcery,All creatures able to block target creature this turn do so. ,No earthly armor is protection against this sweetness.,Masters Edition IV,"Starter 1999 (Rare) , Portal (Rare) , Portal Second Age (Rare) , Masters Edition IV (Common) , ",Common,141,Melissa A. Benson,2.292,24,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221494&type=card
601f0bc9a21962abbfd2027e,Alluring Siren,1 Blue ,2,Creature — Siren,Tap : Target creature an opponent controls attacks you this turn if able. ,"She lures victims with promises of flesh, captures them in a net of deceit, and destroys them in the embrace of the sea.",Magic 2012,"Magic 2010 (Uncommon) , Magic 2011 (Uncommon) , Magic 2012 (Uncommon) , ",Uncommon,42,Chippy,3.183,52,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245188&type=card
601f0bcaa21962abbfd2027f,Ally Encampment,false,-1,Land,"Tap 1 Tap 1 Tap : Add to your mana pool.: Add one mana of any color to your mana pool. Spend this mana only to cast an Ally spell., , Sacrifice Ally Encampment: Return target Ally you control to its owner's hand. ",false,Battle for Zendikar,false,Rare,228,Jonas De Ro,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401808&type=card
601f0bcba21962abbfd20280,Almighty Brushwagg,Green ,1,Creature — Brushwagg,Trample 3 Green : Almighty Brushwagg gets +3/+3 until end of turn. ,Laughed at the brushwagg,Ikoria: Lair of Behemoths,false,Common,143,Dmitry Burmak,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=479663&type=card
601f0bcca21962abbfd20281,Alms,White ,1,Enchantment,"o1, Remove the top card in your graveyard from the game: Prevent 1 damage to any creature. ","""Helping people is mostly a matter of teaching them to help themselves.""",Weatherlight,false,Common,-1,Rogério Vilela,2.012,42,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4565&type=card
601f0bcda21962abbfd20282,Alms Beast,2 White Black ,4,Creature — Beast,Creatures blocking or blocked by Alms Beast have lifelink. ,Alms-coins are only redeemable at Orzhov businesses.,Gatecrash,false,Rare,141,Dan Scott,3.266,139,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366402&type=card
601f0bcfa21962abbfd20283,Alms Collector,3 White ,4,Creature — Cat Cleric,"Flash If an opponent would draw two or more cards, instead you and that player each draw a card. ","""There is no justice when some profit and others go without.""",Commander 2017,false,Rare,1,Bram Sels,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433242&type=card
601f0bd0a21962abbfd20284,Alms of the Vein,2 Black ,3,Sorcery,"Target opponent loses 3 life and you gain 3 life. Black Madness (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.) ",false,Shadows over Innistrad,false,Common,98,David Gaillet,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409845&type=card
601f0bd1a21962abbfd20285,Alpha Authority,1 Green ,2,Enchantment — Aura,"Enchant creature Enchanted creature has hexproof and can't be blocked by more than one creature. ","Even the bitterest enemies of the Burning-Tree Clan respect the strength of Borborygmos's rule.",Gatecrash,false,Uncommon,114,Dave Kendall,3.058,77,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366325&type=card
